borough,neighborhood,familysize,price,year
Queens,Flushing,5+,29384.61538,1986
Queens,Flushing,5+,40000,1987
Queens,Flushing,5+,49555.55556,1988
Queens,Flushing,5+,45000,1989
Queens,Flushing,1,50000,1974
Queens,Flushing,1,52000,1975
Queens,Flushing,1,52500,1976
Queens,Flushing,1,55000,1977
Queens,Flushing,1,58000,1978
Queens,Flushing,1,63000,1979
Queens,Flushing,1,74500,1980
Queens,Flushing,condo,395000,2011
Queens,Flushing,condo,375000,2010
Queens,Flushing,condo,363012,2009
Queens,Flushing,condo,369548,2008
Queens,Flushing,condo,395230,2007
Queens,Flushing,condo,385160,2006
Queens,Flushing,condo,348000,2005
Queens,Flushing,condo,330000,2004
Queens,Flushing,condo,295000,2003
Queens,Flushing,condo,250000,2002
Queens,Flushing,condo,225000,2001
Queens,Flushing,condo,205000,2000
Queens,Flushing,condo,166500,1999
Queens,Flushing,condo,217250,1998
Queens,Flushing,5+,62187.5,1990
Queens,Flushing,5+,30300,1991
Queens,Flushing,5+,44602.15054,1992
Queens,Flushing,5+,46972.22222,1993
Queens,Flushing,5+,36263.15789,1994
Queens,Flushing,5+,62000,1995
Queens,Flushing,5+,28846.15385,1996
Queens,Flushing,5+,35877.19298,1997
Queens,Flushing,5+,45035.08772,1998
Queens,Flushing,5+,58887.29114,1999
Queens,Flushing,5+,59666.66667,2000
Queens,Flushing,5+,75000,2001
Queens,Flushing,5+,87500,2002
Queens,Flushing,5+,97500,2003
Queens,Flushing,5+,61206.25,2004
Queens,Flushing,5+,176000,2005
Queens,Flushing,5+,141250,2006
Queens,Flushing,5+,145000,2007
Queens,Flushing,5+,146832.6503,2008
Queens,Flushing,5+,160833.3333,2009
Queens,Flushing,5+,125000,2010
Queens,Flushing,5+,168166.6667,2011
Queens,Flushing,1,589000,2011
Queens,Flushing,1,590000,2010
Queens,Flushing,1,570000,2009
Queens,Flushing,1,588000,2008
Queens,Flushing,1,605000,2007
Queens,Flushing,1,612925,2006
Queens,Flushing,1,590000,2005
Queens,Flushing,1,525000,2004
Queens,Flushing,1,450000,2003
Queens,Flushing,1,382000,2002
Queens,Flushing,1,350000,2001
Queens,Flushing,1,300000,2000
Queens,Flushing,1,259000,1999
Queens,Flushing,1,232000,1998
Queens,Flushing,1,225000,1997
Queens,Flushing,1,220000,1996
Queens,Flushing Meadows Corona Park,,,
Bronx,Fordham,4-Feb,15000,1975
Bronx,Fordham,1,,2011
Bronx,Fordham,1,275000,2010
Bronx,Fordham,1,312308.5,2009
Bronx,Fordham,1,280000,2008
Bronx,Fordham,1,368625,2007
Bronx,Fordham,1,365000,2006
Bronx,Fordham,1,305000,2005
Bronx,Fordham,1,247000,2004
Bronx,Fordham,1,235000,2003
Bronx,Fordham,1,204000,2002
Bronx,Fordham,1,170050,2001
Bronx,Fordham,1,178600,2000
Bronx,Fordham,1,139000,1999
Bronx,Fordham,1,129500,1998
Bronx,Fordham,1,140000,1997
Bronx,Fordham,1,125000,1996
Bronx,Fordham,1,100000,1995
Bronx,Fordham,1,110000,1994
Bronx,Fordham,1,95000,1993
Bronx,Fordham,1,73000,1992
Bronx,Fordham,1,95000,1991
Bronx,Fordham,1,101000,1990
Bronx,Fordham,1,120000,1989
Bronx,Fordham,1,75000,1988
Bronx,Fordham,1,67000,1987
Bronx,Fordham,1,60000,1986
Bronx,Fordham,1,40000,1985
Bronx,Fordham,1,30000,1984
Bronx,Fordham,1,32000,1983
Bronx,Fordham,1,25000,1982
Bronx,Fordham,1,21225,1981
Bronx,Fordham,1,23750,1980
Bronx,Fordham,1,24500,1979
Bronx,Fordham,1,22000,1978
Bronx,Fordham,1,17600,1977
Bronx,Fordham,1,26500,1976
Bronx,Fordham,1,23700,1975
Bronx,Fordham,1,27000,1974
Bronx,Fordham,5+,66666.66667,2011
Bronx,Fordham,5+,62500,2010
Bronx,Fordham,5+,62187.5,2009
Bronx,Fordham,5+,70632.14446,2008
Bronx,Fordham,5+,78225.80645,2007
Bronx,Fordham,5+,72373.44029,2006
Bronx,Fordham,5+,58320.99479,2005
Bronx,Fordham,5+,62162.16216,2004
Bronx,Fordham,5+,51000,2003
Bronx,Fordham,5+,41833.33333,2002
Bronx,Fordham,5+,35565.47619,2001
Bronx,Fordham,5+,29461.57095,2000
Bronx,Fordham,5+,27272.72727,1999
Bronx,Fordham,5+,22784.81013,1998
Bronx,Fordham,5+,19062.5,1997
Bronx,Fordham,5+,17542.10811,1996
Bronx,Fordham,5+,14293,1995
Bronx,Fordham,5+,16346.15385,1994
Bronx,Fordham,5+,11113.18681,1993
Bronx,Fordham,5+,13636.36364,1992
Bronx,Fordham,5+,18618.65942,1991
Bronx,Fordham,5+,16000,1990
Bronx,Fordham,5+,17777.77778,1989
Bronx,Fordham,5+,15585.5873,1988
Bronx,Fordham,5+,12500,1987
Bronx,Fordham,5+,10302.67296,1986
Bronx,Fordham,5+,7046.073171,1985
Bronx,Fordham,5+,5886.666667,1984
Bronx,Fordham,5+,5384.615385,1983
Bronx,Fordham,5+,4184.847222,1982
Bronx,Fordham,5+,6388.888889,1981
Bronx,Fordham,5+,4409.824047,1980
Bronx,Fordham,5+,5369.565217,1979
Bronx,Fordham,5+,4067.260753,1978
Bronx,Fordham,5+,3928.571429,1977
Bronx,Fordham,5+,3242.97381,1976
Bronx,Fordham,5+,3176.803337,1975
Bronx,Fordham,5+,3949.136364,1974
Bronx,Fordham,condo,,2011
Bronx,Fordham,condo,,2010
Bronx,Fordham,condo,,2009
Bronx,Fordham,condo,,2008
Bronx,Fordham,condo,,2007
Bronx,Fordham,condo,,2006
Bronx,Fordham,condo,,2005
Bronx,Fordham,condo,,2004
Bronx,Fordham,condo,155000,2003
Bronx,Fordham,condo,,2002
Bronx,Fordham,condo,,2001
Bronx,Fordham,condo,,2000
Bronx,Fordham,condo,,1999
Bronx,Fordham,condo,,1998
Bronx,Fordham,condo,,1997
Bronx,Fordham,condo,,1996
Bronx,Fordham,condo,,1995
Bronx,Fordham,condo,,1994
Bronx,Fordham,condo,,1993
Bronx,Fordham,condo,,1992
Bronx,Fordham,condo,,1991
Bronx,Fordham,condo,,1990
Bronx,Fordham,condo,,1989
Bronx,Fordham,condo,,1988
Bronx,Fordham,condo,,1987
Bronx,Fordham,condo,,1986
Bronx,Fordham,condo,,1985
Bronx,Fordham,condo,,1984
Bronx,Fordham,condo,,1983
Bronx,Fordham,condo,,1982
Bronx,Fordham,condo,,1981
Bronx,Fordham,condo,,1980
Bronx,Fordham,condo,,1979
Bronx,Fordham,condo,,1978
Bronx,Fordham,condo,,1977
Bronx,Fordham,condo,,1976
Bronx,Fordham,condo,,1975
Bronx,Fordham,condo,,1974
Bronx,Fordham,4-Feb,136666.6667,2011
Bronx,Fordham,4-Feb,167404.6667,2010
Bronx,Fordham,4-Feb,125000,2009
Bronx,Fordham,4-Feb,186666.6667,2008
Bronx,Fordham,4-Feb,204631.5,2007
Bronx,Fordham,4-Feb,219000,2006
Bronx,Fordham,4-Feb,176250,2005
Bronx,Fordham,4-Feb,157083.3333,2004
Bronx,Fordham,4-Feb,135000,2003
Bronx,Fordham,4-Feb,100641.6667,2002
Bronx,Fordham,4-Feb,95400,2001
Bronx,Fordham,4-Feb,92500,2000
Bronx,Fordham,4-Feb,92500,1999
Bronx,Fordham,4-Feb,80000,1998
Bronx,Fordham,4-Feb,108611.5,1997
Bronx,Fordham,4-Feb,57750,1996
Bronx,Fordham,4-Feb,60000,1995
Bronx,Fordham,4-Feb,107757.5,1994
Bronx,Fordham,4-Feb,101133.5,1993
Bronx,Fordham,4-Feb,65000,1992
Bronx,Fordham,4-Feb,57666.66667,1991
Bronx,Fordham,4-Feb,55333.33333,1990
Bronx,Fordham,4-Feb,60000,1989
Bronx,Fordham,4-Feb,38750,1988
Bronx,Fordham,4-Feb,33000,1987
Bronx,Fordham,4-Feb,25000,1986
Bronx,Fordham,4-Feb,22500,1985
Bronx,Fordham,4-Feb,19000,1984
Bronx,Fordham,4-Feb,14000,1983
Bronx,Fordham,4-Feb,13737.5,1982
Bronx,Fordham,4-Feb,16637.75,1981
Bronx,Fordham,4-Feb,17500,1980
Bronx,Fordham,4-Feb,16225,1979
Bronx,Fordham,4-Feb,13537.375,1978
Bronx,Fordham,4-Feb,13500,1977
Bronx,Fordham,4-Feb,15430,1976
Bronx,Fordham,4-Feb,15500,1974
Queens,Forest Hills,4-Feb,303750,2011
Queens,Forest Hills,1,255000,1997
Queens,Forest Hills,1,270000,1998
Queens,Forest Hills,1,290000,1999
Queens,Forest Hills,1,340000,2000
Queens,Forest Hills,1,372000,2001
Queens,Forest Hills,1,425000,2002
Queens,Forest Hills,1,475000,2003
Queens,Forest Hills,1,555000,2004
Queens,Forest Hills,1,636000,2005
Queens,Forest Hills,1,655000,2006
Queens,Forest Hills,1,648500,2007
Queens,Forest Hills,1,660000,2008
Queens,Forest Hills,1,641000,2009
Queens,Forest Hills,1,650000,2010
Queens,Forest Hills,1,662500,2011
Queens,Forest Hills,condo,333500,2011
Queens,Forest Hills,1,237500,1996
Queens,Forest Hills,5+,125937.5,2011
Queens,Forest Hills,5+,133733.9744,2010
Queens,Forest Hills,5+,166500,2009
Queens,Forest Hills,5+,176364.7643,2008
Queens,Forest Hills,5+,195138.8889,2007
Queens,Forest Hills,5+,202863.2576,2006
Queens,Forest Hills,5+,154946.2366,2005
Queens,Forest Hills,5+,22500,2004
Queens,Forest Hills,5+,102500,2003
Queens,Forest Hills,5+,88466.66667,2002
Queens,Forest Hills,5+,100498.6339,2001
Queens,Forest Hills,5+,82983.163,2000
Queens,Forest Hills,5+,77083.33333,1999
Queens,Forest Hills,5+,59375,1998
Queens,Forest Hills,5+,72000,1997
Queens,Forest Hills,5+,63000,1996
Queens,Forest Hills,condo,349830,2010
Queens,Forest Hills,condo,334810,2009
Queens,Forest Hills,condo,372000,2008
Queens,Forest Hills,condo,350000,2007
Queens,Forest Hills,condo,372555,2006
Queens,Forest Hills,condo,348000,2005
Queens,Forest Hills,condo,275000,2004
Queens,Forest Hills,condo,220000,2003
Queens,Forest Hills,condo,190000,2002
Queens,Forest Hills,condo,165000,2001
Queens,Forest Hills,condo,151000,2000
Queens,Forest Hills,condo,125000,1999
Queens,Forest Hills,condo,114000,1998
Queens,Forest Hills,condo,91500,1997
Queens,Forest Hills,condo,113250,1996
Queens,Forest Hills,condo,85582,1995
Queens,Forest Hills,condo,87711,1994
Queens,Forest Hills,condo,161226,1993
Queens,Forest Hills,condo,121500,1992
Queens,Forest Hills,condo,147263,1991
Queens,Forest Hills,condo,90000,1990
Queens,Forest Hills,condo,126750,1989
Queens,Forest Hills,condo,124750,1988
Queens,Forest Hills,condo,121510.5,1987
Queens,Forest Hills,condo,495000,1986
Queens,Forest Hills,condo,115000,1985
Queens,Forest Hills,condo,27755,1984
Queens,Forest Hills,condo,37037,1983
Queens,Forest Hills,condo,,1982
Queens,Forest Hills,condo,122730.5,1981
Queens,Forest Hills,condo,,1980
Queens,Forest Hills,condo,,1979
Queens,Forest Hills,condo,24000,1978
Queens,Forest Hills,condo,29000,1977
Queens,Forest Hills,condo,,1976
Queens,Forest Hills,condo,,1975
Queens,Forest Hills,condo,23250,1974
Queens,Forest Hills,5+,11921.56863,1974
Queens,Forest Hills,5+,44375,1995
Queens,Forest Hills,5+,58333.33333,1994
Queens,Forest Hills,5+,20000,1993
Queens,Forest Hills,5+,55833.33333,1992
Queens,Forest Hills,5+,52333.33333,1991
Queens,Forest Hills,5+,57920.97222,1990
Queens,Forest Hills,5+,43580.07292,1989
Queens,Forest Hills,5+,52742.16681,1988
Queens,Forest Hills,5+,51988.63636,1987
Queens,Forest Hills,5+,49634.67172,1986
Queens,Forest Hills,5+,35240.45327,1985
Queens,Forest Hills,5+,27561.15278,1984
Queens,Forest Hills,5+,18611.11111,1983
Queens,Forest Hills,5+,22175.92593,1982
Queens,Forest Hills,5+,15583.62889,1981
Queens,Forest Hills,5+,14218.75,1980
Queens,Forest Hills,5+,15833.33333,1979
Queens,Forest Hills,5+,11650.97333,1978
Queens,Forest Hills,5+,10161.04744,1977
Queens,Forest Hills,5+,12772.62437,1976
Queens,Forest Hills,5+,11666.66667,1975
Queens,Forest Hills,4-Feb,26875,1974
Queens,Forest Hills,4-Feb,28625,1975
Queens,Forest Hills,4-Feb,28000,1976
Queens,Forest Hills,4-Feb,28500,1977
Queens,Forest Hills,4-Feb,30750,1978
Queens,Forest Hills,4-Feb,34000,1979
Queens,Forest Hills,4-Feb,42000,1980
Queens,Forest Hills,4-Feb,48500,1981
Queens,Forest Hills,4-Feb,57500,1982
Queens,Forest Hills,4-Feb,59833.33333,1983
Queens,Forest Hills,4-Feb,73000,1984
Queens,Forest Hills,4-Feb,97916.66667,1985
Queens,Forest Hills,4-Feb,129166.6667,1986
Queens,Forest Hills,4-Feb,133750,1987
Queens,Forest Hills,4-Feb,136000,1988
Queens,Forest Hills,4-Feb,143333.3333,1989
Queens,Forest Hills,4-Feb,138666.4167,1990
Queens,Forest Hills,4-Feb,122500,1991
Queens,Forest Hills,4-Feb,107500,1992
Queens,Forest Hills,4-Feb,110000,1993
Queens,Forest Hills,4-Feb,117083.3333,1994
Queens,Forest Hills,1,231000,1995
Queens,Forest Hills,1,234048.5,1994
Queens,Forest Hills,1,230000,1993
Queens,Forest Hills,1,230000,1992
Queens,Forest Hills,1,229000,1991
Queens,Forest Hills,1,260000,1990
Queens,Forest Hills,1,269000,1989
Queens,Forest Hills,1,265000,1988
Queens,Forest Hills,1,256500,1987
Queens,Forest Hills,1,235000,1986
Queens,Forest Hills,1,198000,1985
Queens,Forest Hills,1,157000,1984
Queens,Forest Hills,1,125000,1983
Queens,Forest Hills,1,100000,1982
Queens,Forest Hills,1,88500,1981
Queens,Forest Hills,1,84000,1980
Queens,Forest Hills,1,70000,1979
Queens,Forest Hills,1,60000,1978
Queens,Forest Hills,1,61000,1977
Queens,Forest Hills,1,56500,1976
Queens,Forest Hills,1,53750,1975
Queens,Forest Hills,1,53000,1974
Queens,Forest Hills,4-Feb,120000,1995
Queens,Forest Hills,4-Feb,115000,1996
Queens,Forest Hills,4-Feb,125000,1997
Queens,Forest Hills,4-Feb,129166.6667,1998
Queens,Forest Hills,4-Feb,137500,1999
Queens,Forest Hills,4-Feb,158500,2000
Queens,Forest Hills,4-Feb,170666.6667,2001
Queens,Forest Hills,4-Feb,195000,2002
Queens,Forest Hills,4-Feb,238800,2003
Queens,Forest Hills,4-Feb,269000,2004
Queens,Forest Hills,4-Feb,300000,2005
Queens,Forest Hills,4-Feb,319000,2006
Queens,Forest Hills,4-Feb,375000,2007
Queens,Forest Hills,4-Feb,332833.3333,2008
Queens,Forest Hills,4-Feb,312500,2009
Queens,Forest Hills,4-Feb,318750,2010
Queens,Forest Park,,,
Brooklyn,Fort Greene,condo,613750,2010
Brooklyn,Fort Greene,condo,,1974
Brooklyn,Fort Greene,condo,,1975
Brooklyn,Fort Greene,condo,,1976
Brooklyn,Fort Greene,condo,20000,1977
Brooklyn,Fort Greene,condo,115000,1978
Brooklyn,Fort Greene,condo,,1979
Brooklyn,Fort Greene,condo,97000,1980
Brooklyn,Fort Greene,condo,86500,1981
Brooklyn,Fort Greene,condo,,1982
Brooklyn,Fort Greene,condo,86613,1983
Brooklyn,Fort Greene,condo,109906.5,1984
Brooklyn,Fort Greene,condo,167000,1985
Brooklyn,Fort Greene,condo,149364,1986
Brooklyn,Fort Greene,condo,189500,1987
Brooklyn,Fort Greene,condo,163000,1988
Brooklyn,Fort Greene,condo,140342.5,1989
Brooklyn,Fort Greene,condo,133694,1990
Brooklyn,Fort Greene,condo,132757.5,1991
Brooklyn,Fort Greene,condo,133686,1992
Brooklyn,Fort Greene,condo,75000,1993
Brooklyn,Fort Greene,condo,185000,1994
Brooklyn,Fort Greene,condo,695000,1995
Brooklyn,Fort Greene,4-Feb,122417.9167,1995
Brooklyn,Fort Greene,4-Feb,115333.3333,1996
Brooklyn,Fort Greene,4-Feb,93250,1997
Brooklyn,Fort Greene,4-Feb,106000,1998
Brooklyn,Fort Greene,4-Feb,133500,1999
Brooklyn,Fort Greene,4-Feb,170683,2000
Brooklyn,Fort Greene,4-Feb,175000,2001
Brooklyn,Fort Greene,4-Feb,225625,2002
Brooklyn,Fort Greene,4-Feb,248333.3333,2003
Brooklyn,Fort Greene,4-Feb,320000,2004
Brooklyn,Fort Greene,4-Feb,400000,2005
Brooklyn,Fort Greene,4-Feb,545833.3333,2006
Brooklyn,Fort Greene,4-Feb,483749.75,2007
Brooklyn,Fort Greene,4-Feb,431250,2008
Brooklyn,Fort Greene,4-Feb,400000,2009
Brooklyn,Fort Greene,4-Feb,410833.3317,2010
Brooklyn,Fort Greene,4-Feb,405000,2011
Brooklyn,Fort Greene,condo,647067.19,2011
Brooklyn,Fort Greene,4-Feb,15500,1974
Brooklyn,Fort Greene,4-Feb,12250,1975
Brooklyn,Fort Greene,4-Feb,13500,1976
Brooklyn,Fort Greene,4-Feb,18250,1977
Brooklyn,Fort Greene,4-Feb,19375,1978
Brooklyn,Fort Greene,4-Feb,21500,1979
Brooklyn,Fort Greene,4-Feb,24250,1980
Brooklyn,Fort Greene,4-Feb,25000,1981
Brooklyn,Fort Greene,4-Feb,27166.66667,1982
Brooklyn,Fort Greene,4-Feb,32083.33333,1983
Brooklyn,Fort Greene,4-Feb,42156.25,1984
Brooklyn,Fort Greene,4-Feb,75000,1985
Brooklyn,Fort Greene,4-Feb,75000,1986
Brooklyn,Fort Greene,4-Feb,97500,1987
Brooklyn,Fort Greene,4-Feb,91250,1988
Brooklyn,Fort Greene,4-Feb,89500,1989
Brooklyn,Fort Greene,4-Feb,102986.25,1990
Brooklyn,Fort Greene,4-Feb,75361.16667,1991
Brooklyn,Fort Greene,4-Feb,85000,1992
Brooklyn,Fort Greene,4-Feb,112500,1993
Brooklyn,Fort Greene,1,1930000,2011
Brooklyn,Fort Greene,1,1600000,2010
Brooklyn,Fort Greene,1,1145679,2009
Brooklyn,Fort Greene,1,2570000,2008
Brooklyn,Fort Greene,1,1950000,2007
Brooklyn,Fort Greene,1,2184000,2006
Brooklyn,Fort Greene,1,1545000,2005
Brooklyn,Fort Greene,1,935000,2004
Brooklyn,Fort Greene,1,850000,2003
Brooklyn,Fort Greene,1,713866,2002
Brooklyn,Fort Greene,1,907100,2001
Brooklyn,Fort Greene,1,590000,2000
Brooklyn,Fort Greene,1,495000,1999
Brooklyn,Fort Greene,1,415000,1998
Brooklyn,Fort Greene,1,267000,1997
Brooklyn,Fort Greene,1,333750,1996
Brooklyn,Fort Greene,1,325000,1995
Brooklyn,Fort Greene,1,267371.5,1994
Brooklyn,Fort Greene,1,260000,1993
Brooklyn,Fort Greene,1,220000,1992
Brooklyn,Fort Greene,1,392500,1991
Brooklyn,Fort Greene,1,251750,1990
Brooklyn,Fort Greene,1,354500,1989
Brooklyn,Fort Greene,1,297000,1988
Brooklyn,Fort Greene,1,274000,1987
Brooklyn,Fort Greene,1,266000,1986
Brooklyn,Fort Greene,1,185750,1985
Brooklyn,Fort Greene,1,125000,1984
Brooklyn,Fort Greene,1,90000,1983
Brooklyn,Fort Greene,1,98345,1982
Brooklyn,Fort Greene,1,95000,1981
Brooklyn,Fort Greene,1,50000,1980
Brooklyn,Fort Greene,1,63000,1979
Brooklyn,Fort Greene,1,55000,1978
Brooklyn,Fort Greene,1,51000,1977
Brooklyn,Fort Greene,1,51750,1976
Brooklyn,Fort Greene,1,35000,1975
Brooklyn,Fort Greene,1,32000,1974
Brooklyn,Fort Greene,condo,301773,1996
Brooklyn,Fort Greene,condo,171000,1997
Brooklyn,Fort Greene,condo,260000,1998
Brooklyn,Fort Greene,condo,423440,1999
Brooklyn,Fort Greene,condo,220000,2000
Brooklyn,Fort Greene,condo,337345,2001
Brooklyn,Fort Greene,condo,370110,2002
Brooklyn,Fort Greene,condo,613495.5,2003
Brooklyn,Fort Greene,condo,565000,2004
Brooklyn,Fort Greene,condo,601785,2005
Brooklyn,Fort Greene,condo,721878.5,2006
Brooklyn,Fort Greene,condo,689355,2007
Brooklyn,Fort Greene,condo,712340,2008
Brooklyn,Fort Greene,condo,645000,2009
Brooklyn,Fort Greene,4-Feb,87500,1994
Brooklyn,Fort Greene,5+,6928.571429,1974
Brooklyn,Fort Greene,5+,7241.666667,1975
Brooklyn,Fort Greene,5+,5000,1976
Brooklyn,Fort Greene,5+,11300,1977
Brooklyn,Fort Greene,5+,8923.076923,1978
Brooklyn,Fort Greene,5+,10625,1979
Brooklyn,Fort Greene,5+,11285.71429,1980
Brooklyn,Fort Greene,5+,14375,1981
Brooklyn,Fort Greene,5+,16046.79803,1982
Brooklyn,Fort Greene,5+,14166.66667,1983
Brooklyn,Fort Greene,5+,20696.55449,1984
Brooklyn,Fort Greene,5+,17127.17481,1985
Brooklyn,Fort Greene,5+,21975.86667,1986
Brooklyn,Fort Greene,5+,32395.83333,1987
Brooklyn,Fort Greene,5+,31250,1988
Brooklyn,Fort Greene,5+,27500,1989
Brooklyn,Fort Greene,5+,31666.66667,1990
Brooklyn,Fort Greene,5+,38783.84375,1991
Brooklyn,Fort Greene,5+,26273.1875,1992
Brooklyn,Fort Greene,5+,25000,1993
Brooklyn,Fort Greene,5+,27142.85714,1994
Brooklyn,Fort Greene,5+,42222.22222,1995
Brooklyn,Fort Greene,5+,25437.5,1996
Brooklyn,Fort Greene,5+,50000,1997
Brooklyn,Fort Greene,5+,38697.38333,1998
Brooklyn,Fort Greene,5+,39166.66667,1999
Brooklyn,Fort Greene,5+,62500,2000
Brooklyn,Fort Greene,5+,71874.375,2001
Brooklyn,Fort Greene,5+,100000,2002
Brooklyn,Fort Greene,5+,89444.44444,2003
Brooklyn,Fort Greene,5+,100714.2857,2004
Brooklyn,Fort Greene,5+,126339.2857,2005
Brooklyn,Fort Greene,5+,144444.4444,2006
Brooklyn,Fort Greene,5+,211111.1111,2007
Brooklyn,Fort Greene,5+,170805.5556,2008
Brooklyn,Fort Greene,5+,115208.3333,2009
Brooklyn,Fort Greene,5+,119464.2857,2010
Brooklyn,Fort Greene,5+,113750,2011
Brooklyn,Fort Hamilton,,,
Staten Island,Fort Wadsworth,,,
Staten Island,Freshkills Park,,,
Queens,Fresh Meadows,5+,9130.827739,1974
Queens,Fresh Meadows,5+,98000,2011
Queens,Fresh Meadows,5+,156625,2010
Queens,Fresh Meadows,5+,24927.5,2009
Queens,Fresh Meadows,5+,162500,2008
Queens,Fresh Meadows,5+,188000,2007
Queens,Fresh Meadows,5+,110000,2006
Queens,Fresh Meadows,5+,134615.3846,2005
Queens,Fresh Meadows,5+,97777.77778,2004
Queens,Fresh Meadows,5+,79220.77922,2003
Queens,Fresh Meadows,5+,99500,2002
Queens,Fresh Meadows,5+,68750,2001
Queens,Fresh Meadows,5+,,2000
Queens,Fresh Meadows,5+,90000,1999
Queens,Fresh Meadows,5+,,1998
Queens,Fresh Meadows,5+,,1997
Queens,Fresh Meadows,5+,,1996
Queens,Fresh Meadows,4-Feb,30000,1974
Queens,Fresh Meadows,4-Feb,29000,1975
Queens,Fresh Meadows,4-Feb,29437.5,1976
Queens,Fresh Meadows,4-Feb,29125,1977
Queens,Fresh Meadows,4-Feb,28500,1978
Queens,Fresh Meadows,4-Feb,30000,1979
Queens,Fresh Meadows,4-Feb,35000,1980
Queens,Fresh Meadows,4-Feb,40000,1981
Queens,Fresh Meadows,4-Feb,41875,1982
Queens,Fresh Meadows,4-Feb,47500,1983
Queens,Fresh Meadows,4-Feb,66000,1984
Queens,Fresh Meadows,4-Feb,90000,1985
Queens,Fresh Meadows,4-Feb,111250,1986
Queens,Fresh Meadows,4-Feb,123000,1987
Queens,Fresh Meadows,4-Feb,128333.3333,1988
Queens,Fresh Meadows,4-Feb,130000,1989
Queens,Fresh Meadows,4-Feb,132500,1990
Queens,Fresh Meadows,4-Feb,117250,1991
Queens,Fresh Meadows,4-Feb,117500,1992
Queens,Fresh Meadows,4-Feb,110000,1993
Queens,Fresh Meadows,4-Feb,108166.6667,1994
Queens,Fresh Meadows,1,573000,2011
Queens,Fresh Meadows,1,540000,2010
Queens,Fresh Meadows,1,530000,2009
Queens,Fresh Meadows,1,575000,2008
Queens,Fresh Meadows,1,600000,2007
Queens,Fresh Meadows,1,615000,2006
Queens,Fresh Meadows,1,580000,2005
Queens,Fresh Meadows,1,515000,2004
Queens,Fresh Meadows,1,447750,2003
Queens,Fresh Meadows,1,375000,2002
Queens,Fresh Meadows,1,345000,2001
Queens,Fresh Meadows,1,307500,2000
Queens,Fresh Meadows,1,260000,1999
Queens,Fresh Meadows,1,248500,1998
Queens,Fresh Meadows,1,225000,1997
Queens,Fresh Meadows,1,215000,1996
Queens,Fresh Meadows,1,220000,1995
Queens,Fresh Meadows,1,214250,1994
Queens,Fresh Meadows,1,229000,1993
Queens,Fresh Meadows,1,214000,1992
Queens,Fresh Meadows,1,220000,1991
Queens,Fresh Meadows,1,230000,1990
Queens,Fresh Meadows,1,230000,1989
Queens,Fresh Meadows,1,237000,1988
Queens,Fresh Meadows,1,230000,1987
Queens,Fresh Meadows,1,200000,1986
Queens,Fresh Meadows,1,162000,1985
Queens,Fresh Meadows,1,126500,1984
Queens,Fresh Meadows,1,100000,1983
Queens,Fresh Meadows,1,87500,1982
Queens,Fresh Meadows,1,82000,1981
Queens,Fresh Meadows,1,71500,1980
Queens,Fresh Meadows,1,63000,1979
Queens,Fresh Meadows,1,56000,1978
Queens,Fresh Meadows,1,54300,1977
Queens,Fresh Meadows,1,51250,1976
Queens,Fresh Meadows,1,50000,1975
Queens,Fresh Meadows,1,50000,1974
Queens,Fresh Meadows,4-Feb,108333.3333,1995
Queens,Fresh Meadows,condo,,1974
Queens,Fresh Meadows,condo,,1975
Queens,Fresh Meadows,condo,46640,1976
Queens,Fresh Meadows,condo,40995,1977
Queens,Fresh Meadows,condo,58740,1978
Queens,Fresh Meadows,condo,61990,1979
Queens,Fresh Meadows,condo,60000,1980
Queens,Fresh Meadows,condo,68000,1981
Queens,Fresh Meadows,condo,65875,1982
Queens,Fresh Meadows,condo,70500,1983
Queens,Fresh Meadows,condo,135000,1984
Queens,Fresh Meadows,condo,140000,1985
Queens,Fresh Meadows,condo,,1986
Queens,Fresh Meadows,condo,151964.5,1987
Queens,Fresh Meadows,condo,164000,1988
Queens,Fresh Meadows,condo,135000,1989
Queens,Fresh Meadows,condo,135000,1990
Queens,Fresh Meadows,condo,115000,1991
Queens,Fresh Meadows,condo,121840,1992
Queens,Fresh Meadows,condo,110000,1993
Queens,Fresh Meadows,condo,149500,1994
Queens,Fresh Meadows,condo,150000,1995
Queens,Fresh Meadows,condo,110000,1996
Queens,Fresh Meadows,condo,112500,1997
Queens,Fresh Meadows,condo,135000,1998
Queens,Fresh Meadows,condo,125000,1999
Queens,Fresh Meadows,condo,150000,2000
Queens,Fresh Meadows,condo,130625,2001
Queens,Fresh Meadows,condo,200500,2002
Queens,Fresh Meadows,condo,225000,2003
Queens,Fresh Meadows,condo,262000,2004
Queens,Fresh Meadows,condo,285000,2005
Queens,Fresh Meadows,condo,375375,2006
Queens,Fresh Meadows,condo,390000,2007
Queens,Fresh Meadows,condo,388000,2008
Queens,Fresh Meadows,condo,315000,2009
Queens,Fresh Meadows,4-Feb,270000,2011
Queens,Fresh Meadows,condo,300000,2010
Queens,Fresh Meadows,condo,335000,2011
Queens,Fresh Meadows,4-Feb,261250,2004
Queens,Fresh Meadows,4-Feb,315000,2005
Queens,Fresh Meadows,4-Feb,329503.3333,2006
Queens,Fresh Meadows,4-Feb,325000,2007
Queens,Fresh Meadows,4-Feb,288002,2008
Queens,Fresh Meadows,4-Feb,260000,2009
Queens,Fresh Meadows,4-Feb,277500,2010
Queens,Fresh Meadows,4-Feb,112500,1996
